Total,,Title of reading,Author,Source,University of Washington,University of Minnesota,Portland State,UCLA,Berkeley,Michigan,Oreg,FSU,WISC,McGill,Rutgers,Oklahoma
1,,Neighborhood Traffic Management Program,City of Boulder,,,1,,,,,,,,,,
1,,Policy Implications of Recent Behavioral Research in Transportation Demand Management,"Wachs, Martin",Journal of Planning Literature,,1,,,,,,,,,,
1,,A typology of relationships between telecommunications and transportation,"Mokhtarian, P.",Transportation Research A,,1,,,,,,,,,,
1,,"Transportation demand management: planning, development, and implementation","Ferguson, Erik.",Journal of the American Planning Association,,1,,,,,,,,,,
1,,Planning for telecommuting: measurement and policy,"Handy, Susan L. and Patricia L. Mokhtarian",Journal of the American Planning Association,,1,,,,,,,,,,
1,,High occupancy vehicle lanes: not always more effective than general purpose,"Dahlgren, Joy","Transportation Research Part A, Policy And Practice",,1,,,,,,,,,,
1,,The Trouble with Minimum Parking Requirements,"Shoup, D",Transportation Research Part A,,1,,,,,,,,,,
1,,The High Cost of Free Parking,"Shoup, D",Journal of Planning Education and Research,,1,,,,,,,,,,
1,,Evaluating the Effects of Cashing Out Employer-Paid Parking: Eight Case Studies,"Shoup, D",Transport Policy,,1,,,,,,,,,,
1,,In Lieu of Required Parking,"Shoup, D",Journal of Planning Education and Research,,1,,,,,,,,,,
1,,"Measuring the Connections: Highway Improvements and Land Development Patterns in the Greater Twin Cities Area, 1970-1995","Adams, John",,,1,,,,,,,,,,
1,,Road Capacity and the Allocation of Time,"Levinson, David and Seshasai Kanchi",Journal of Transportation and Statistics,,1,,,,,,,,,,
1,,Relationships Between Highway Capacity and Induced Vehicle Travel,"Noland, Robert B","Paper 991069, presented at the 78th Annual Meeting of the Transportation Research Board, Washington DC",,1,,,,,,,,,,
1,,A Transportation Modeling Primer,"Beimborn, Edward A.","Inside the Blackbox, Making Transportation Models Work for Livable Communities",,1,,,,,,,,,,
1,,Imagining Land Use Futures: Applying the California Urban Futures Model,"Landis, J.D.",Journal of the American Planning Association,,1,,,,,,,,,,
1,,"Transportation Models in the Policy Making Process: Uses, Misuses, and Lessons for the Future",,"Proceedings from a symposium on the problems of transportation analysis and modeling in the world of politics. Asilomar Conference Center, Pacific Grove, California",,1,,,,,,,,,,
1,,Models of Land Use Change,"Briassoulis, Helen",Analysis of Land Use Change: Theoretical and Modeling Approaches,,1,,,,,,,,,,
1,,"Wrestling Sprawl to the Ground: Defining and Measuring an Elusive Concept. Conference on Fair Growth: Connecting Sprawl, Smart Growth, and Social Equity","Galster, George",,,1,,,,,,,,,,
1,,Some Realities about Sprawl and Urban Decline,"Downs, Anthony",Housing Policy Debate,,1,,,,,,,,,,
1,,Envisioning Two Futures,"Yaro, Robert D. and Tony Hiss",A Region at Risk: The Third Regional Plan for the New York-New Jersey-Connecticut Metropolitan Area,,1,,,,,,,,,,
1,,"The Costs of Sprawl Presentation at the Center for Transportation Studies, University of Minnesota","Downs, Anthony",http://www1.umn.edu/cts/trg/adowns.html,,1,,,,,,,,,,
1,,Density and the Journey to Work,"Levinson, D and A. Kumar",Growth and Change,,1,,,,,,,,,,
1,,Is the Journey to Work Explained by Urban Structure?,"Giuliano, Genevieve and Small, Kenneth A.",Urban Studies,,1,,,,,,,,,,
1,,Accessibility and the Journey to Work,"Levinson, D.",Journal of Transport Geography,,1,,,,,,,,,,
1,,The spatial mismatch hypothesis: A review of recent studies and their implications for welfare reform,"Ihlanfeldt, K.R. & Sjoquist, D.L.",Housing Policy Debate,,1,,,,,,,,,,
1,,"Race, gender, and spatial segmentation in the Twin Cities","Wyly, Elvin",Professional Geographer ,,1,,,,,,,,,,
1,,Sense of Community and Neighbourhood Form: An Assessment of the Social Doctrine of New Urbanism,"Talen, Emily",Urban Studies ,,1,,,,,,,,,,
1,,Is New Urbanism Good For America?,"Landecker, H.",Architecture,,1,,,,,,,,,,
1,,The Next America Revisited,"Levinson, D.",http://www.ce.umn.edu/~levinson/doc-TheNextAmericaRevisted.pdf,,1,,,,,,,,,,
1,,A Sketch of the Planning-Guiding Process For Columbia Maryland,"Hoppenfeld, Mort",Journal of the American Institute of Planners,,1,,,,,,,,,,
1,,Developer-Planner Interaction in Accessible Land Use Development,"Levine, J., Inam,","Paper presented at ACSP, Cleveland, OH.",,1,,,,,,,,,,
1,,The Barriers to Using Urban Infill Development to Achieve Smart Growth,"Ferris, J. Terrence",Housing Policy Debate,,1,,,,,,,,,,
1,,"“The Friction of Distance and Gendered Geographies of Employment,” and “Communities, Work, and Gender Relations.” ","Hanson, Susan and Geraldine Pratt","Gender, Work, and Space",,1,,,,,,,,,,
1,,Time to work: Job search strategies and commute time for women on welfare in San Francisco,"Chapple, Karen",Journal of Urban Affairs,,1,,,,,,,,,,
1,,A desire named streetcar: Fantasy and fact in rail transit planning,"Pickrell, Don H.",Journal of the American Planning Association,,1,,,,,,,,,,
1,,A Whole-System Approach to Evaluating Urban Transit Investments,"Richmond, Jonathan",Transport Reviews,,1,,,,,,,,,,
1,,Transportation—A major player in smart growth,"Mondale, Ted",ITE Journal,,1,,,,,,,,,,
1,,The land use-transport connection,"Newman, P. and J. Kenworthy",Land Use Policy,,,,,1,,,,,,,
1,,The Transportation-land use link,E. Kelly,Journal of Planning Literature,,,,,1,,,,,,,
1,,A broader context for transportation planning: not just an end in itself,H. Dittmar,Journla of American Planning Association,,,,,1,,,,,,,
1,,Transportation and land use: key issues in metropolitan planning and smart growth ,R. Cervero,Australian Planner,,,,,1,,,,,,,
1,,Smart growth tools for transportation,B. Bochner,ITE Journal ,,,,,1,,,,,,,
1,,Visiting Sprawl,J. Miara,Urban Land ,,,,,1,,,,,,,
1,,Costs of sprawl - 2000,R. Burchell,Washington D.C: TCRP; Excutive Summary (ITS),,,,,1,,,,,,,
1,,Theory in action: smart growth case studies,ABAG,ABAG,,,,,1,,,,,,,
1,,Smart transportation and Smart growth,D. Pickrell,"Smart Growth: Economy, Community, Environment, Washington D. C.",,,,,1,,,,,,,
1,,Cars and their enemies,James Wilson,Commentary,,,,,1,,,,,,,
1,,,,The Urban Lawyer,,,,,1,,,,,,,
1,,"Characteristics, causes, and effects of sprawl: a literature review","Ewing, R.",Environment and Urban Issues,,,,,1,,,,,,,
1,,"Asphalt nation: how the automobile took over America, and how er can take it back","Kay, J. H.","Asphalt nation: how the automobile took over America, and how er can take it back",,,,,1,,,,,,,
1,,The transportation-land connection still matters,"Cervero, R. and J. Landis",Access ,,,,,1,,,,,,,
1,,Transport and the environment,"Banister, D.",Town Planning Review,,,,,1,,,,,,,
1,,Congestion relief: the land use alternative,"Cervero, R. and J. Landis",Journal of Planning Education and Research,,,,,1,,,,,,,
1,,Land Use and Urban Development,"Altshuler, Alan",Politics and Politics and Policy Innovation: Politics and Politics and Policy Innovation,,,,,1,,,,,,,
1,,Access for All: Transportation and Urban Growt,"Schaeffer, K.H. and Sclar, Elliot",Access for All: Transportation and Urban Growt,,,,,1,,,,,,,
1,,"Autos, Transit and the Sprawl of Los Angeles","Wachs, Martin",Journal of the American Planning Association,,,,,1,,,,,,,
1,,Innovations in Urban Transport and the Influence of Urban Form: An Historical Review,"Giannopoulos, G",Transport Reviews,,,,,1,,,,,,,
1,,Public Transportation and the City,"Smerk, G",Public Transportation in the U.S.,,,,,1,,,,,,,
1,,"Street Car Suburbs, Chpts. 1, 2, & 4.","Warner, Sam Bass",Street Car Suburbs,,,,,1,,,,,,,
1,,he Impact of Transit Systems on Land Use Patterns in the Pre­ Automobile Era,"Harrison, David",Dept. of City and Regional Planning Discussion Paper D78‑21,,,,,1,,,,,,,
1,,The Fragmented Metropolis: Los Angeles 1850-1930. Chpts. 5 & 8,"Fogelson, Robert M",The Fragmented Metropolis: Los Angeles 1850-1930,,,,,1,,,,,,,
1,,Geography and Urban Evolution in the San Francisco Bay Area,"Vance, James E","Institute of Governmental Studies, UC Berkerly",,,,,1,,,,,,,
1,,Transportation 2025,C. Lee,Urban Land,,,,,1,,,,,,,
1,,Smart Communities,J. Eger,Urban Land,,,,,1,,,,,,,
1,,Regional Planning and Intelligent Transportation Systems: Effects on Land Use and Society,D. Grovdahl and E. Hill,ITEJournal,,,,,1,,,,,,,
1,,ITS and Sustainable Communities,D. Jordan and T. Horan,ITS Quarterly,,,,,1,,,,,,,
1,,"Cities, Transportation and Change","Levinson, H",Transportation Quarterly,,,,,1,,,,,,,
1,,Will Electronic Home Shopping Reduce Travel?,J. Gould & T,Access,,,,,1,,,,,,,
1,,Implications of Intelligent Transportation Systems for Metropolitan Form,"Hodge, D. and R. Morrill",Urban Geography,,,,,1,,,,,,,
1,,"Information Technology, Work Patterns and Intra‑metropolitan Location: A Case Study",Giuliano,Urban Studies,,,,,1,,,,,,,
1,,Regional Governance: The Missing Link in Relating Land Use and Transportation,"Porter, D.","Transportation, Urban Form, and the Environment, Transportation Research Board, Special Report 231",,,,,1,,,,,,,
1,,Under Construction: New Regional Transportation Plan,L. Stewart,Bay Area Monitor,,,,,1,,,,,,,
1,,Surface Transportation Policy Project. 2000,,Beyond Gridlock  (Available online: http://www.transact.org/Ca/beyond_gridlock.htm),,,,,1,,,,,,,
1,,Tough Choices: Regional Governance for San Francisco,"Porter, D.",Urban Land,,,,,1,,,,,,,
1,,Hardwiring Coordination Among Land‑Use and Transportation Agencies,"Lerner-Lam, E.",Journal of Urban Planning and Development,,,,,1,,,,,,,
1,,Metropolitan Planning Requirements,"Carlson, D",At Road's End: Transportation and Land Use Choices for Communities,,,,,1,,,,,,,
1,,San Francisco's Mission Bay Area Project: Balancing Land Development and Transportation,"Farran, J. and Wyznyckyj, L.","Transportation, Land Use and Air Quality",,,,,1,,,,,,,
1,,The Urban Transportation Planning Process,"Pas, E.",The Geography of Urban Transportation,,,,,1,,,,,,,
1,,Legislation: TEA‑21; New FTA Policy; SB‑45,,www.tea2l.org & www.transact.org,,,,,1,,,,,,,
1,,The Transportation Equity Act for the 215` Century,"Houston, R",ITE Journal,,,,,1,,,,,,,
1,,Surface Transportation Policy Project,,TEA‑21 User's Guide,,,,,1,,,,,,,
1,,Implementing Intermodal Surface Transportation Efficiency Act of 1991: Issues and Early Field Dat,"Gifford, J., W. Mallet, and S. Talkington",Transportation Research Record,,,,,1,,,,,,,
1,,Commuting in Context,"Pisarski, A",Urban Land,,,,,1,,,,,,,
1,,Transit Trends,"Dunphy, R",Urban Land,,,,,1,,,,,,,
1,,Changes in Regional Travel Characteristics and Travel Time Expenditures in San Francisco Bay Area: 1960‑1990,"Purvis, C.",Transportation Research Record 1466,,,,,1,,,,,,,
1,,Urban Transportation Planning,"Khisty, C., and Lall",Transportation Engineering: An Introduction,,,,,1,,,,,,,
1,,Trip Generation: Fast Food for Thought,Bonsignore and W. Roache.,ITE Journal,,,,,1,,,,,,,
1,,Upgrading Travel Demand Forecasting Capabilities,E. Weiner and F. Ducca,ITE Journal,,,,,1,,,,,,,
1,,Adjusting Computer Modeling Tools to Capture Effects of Smart Growth,"Walters, G., R. Ewing, and W. Schroeer",Transportation Research Record 1722,,,,,1,,,,,,,
1,,Models III: Travel Demand,"Dickey, J",Metropolitan Transportation Planning,,,,,1,,,,,,,
1,,Trip Generation Models for Multiuse Highway Commercial Developments,"Datta, T., S. Datta, and P. Nannapaneni",ITE Journal,,,,,1,,,,,,,
1,,Land Use Impacts on Trip Generation Rates,"Ewing, R., DeAnna, M., and Li, S",Transportation Research Record 1518,,,,,1,,,,,,,
1,,Disaggregate Models of Travel Behavior,"Pipkin, J.", The Geography of Urban Transportation,,,,,1,,,,,,,
1,,"Recent Advances in Urban Transportation Planning Methods, Models, and Research Techniques","Ferguson, E. ",Journal of Planning Education and Research,,,,,1,,,,,,,
1,,Regulating Traffic by Controlling Land Use: The Southern California experience,"Wachs, M",Transportation,,,,,1,,,,,,,
1,,Transport Planning and the Human Activity Approach,"Fox, M",Journal of Transport Geography,,,,,1,,,,,,,
1,,Stated Choice: A New Tool for Transportaiton Demand Forecasting,"Beaton, P., Q. Chen, and H. Meghdir",ITE Journal ,,,,,1,,,,,,,
1,,Trip Generation: One Developer's Perspective,"Schumacher, S.",ITE Journal,,,,,1,,,,,,,
1,,Trip Generation,Institute of Transportation Engineers,Trip Generation,,,,,1,,,,,,,
1,,Parking Generation,Institute of Transportation Engineers,Parking Generation,,,,,1,,,,,,,
1,, Travel Estimation Procedures for Ouick Response to Urban Policy Issues and Quick Response Urban Travel Estimation Techniques and Transferable Parameters,National Cooperative Highway Research Program (NCHRP), Travel Estimation Procedures for Ouick Response to Urban Policy Issues and Quick Response Urban Travel Estimation Techniques and Transferable Parameters,,,,,1,,,,,,,
1,,Easing the Burden,Surface Transportation Policy Project,Easing the Burden. See online: http://www.transact.org/Reports/ttl200 1 /default.htm,,,,,1,,,,,,,
1,,Evidence on the Effects of Road Capacity Reductions on Traffic Levels,"Goodwin, P.",Traffic Engineering Control,,,,,1,,,,,,,
1,,Induced Highway Travel: Transportation Policy Implications for Congested Metropolitan Areas,"P. DeCorla-Souza,",Transportation Quarterly,,,,,1,,,,,,,
1,,Highway Capacity Expansion and Induced Travel: Evidence and Implications,Transportation Research Board,Transportation Research Circular,,,,,1,,,,,,,
1,,Review of Empirical Studies of Induced Traffic,"Cohen, H.",Expanding Metropolitan Highway,,,,,1,,,,,,,
1,,Empirical Evidence on Induced Demand,"Goodwin, P.",Transportation,,,,,1,,,,,,,
1,,Travel Demand,Transportation Research Board,Expanding Metropolitan Highways,,,,,1,,,,,,,
1,,The Use of Spatial Separation in the Measurement of Transportation Accessibility,"Pooler, J.",Transportation Research,,,,,1,,,,,,,
1,,Paradigm Shift: From Automobility to Accessibility Planning,"Cervero, R.",Urban Futures,,,,,1,,,,,,,
1,,The Possibility and Potential of Public Policy on Accessibility,"Pirie, G.",Transportation Research,,,,,1,,,,,,,
1,,Total Cost of Motor‑Vehicle Use,"Delucchi, M.",Access,,,,,1,,,,,,,
1,,Driven to Spend,Surface Transportation Policy Project,Driven to Spend (Available online: http://www.transact.org/Reports/driven/default.htm),,,,,1,,,,,,,
1,,Journal of Transportation and Statistics (the same as in the syllabus),"Murphy, J. and M. Delucchi.",Journal of Transportation and Statistics,,,,,1,,,,,,,
1,,Urban Passenger Transportation Modes,"Vuchic, V.",Public Transportation in the U.S.,,,,,1,,,,,,,
1,,The Going Rate: What It Realms Costs to Drive,"McKenzie, J., R. Dower, and D. Chen.",The Going Rate: What It Realms Costs to Drive,,,,,1,,,,,,,
1,,Effects of Urban Density on Rail Transit,"Davis, J. and S. Seskin",Landlines (Handout).,,,,,1,,,,,,,
1,,Transit and Urban Form,"PBQD, Cervero, and Zupan","Research Results Digest, Transit Cooperative Research Program",,,,,1,,,,,,,
1,,Estimating Highway Mobility Benefits,P. Decorla-Souza,ITE Journal,,,,,1,,,,,,,
1,,Impacts of Urban Form on Travel Behavio,"Davis, J. and Seskin, S.",The Urban Lawyer,,,,,1,,,,,,,
1,,Where Transit Works: Urban Densities for Public Transportation,"Pushkarav, Boris S. and Zupan, Jeffrey M",Urban Transportation: Perspectives and Prospects,,,,,1,,,,,,,
1,,Least‑Cost Planning: A Tool for Metropolitan Transportation Decision Making,"Nelson, D. and D. Shakow",Transportation Research Record,,,,,1,,,,,,,
1,,The Urban Transportation Problem.Chpts. 8-11,"Meyer, J., J. Kain, and M. Wohl",The Urban Transportation Problem.,,,,,1,,,,,,,
1,,Urban Rail in America: An Exploration of Criterial for Fixed Guideway Transit,"Pushkarev, B. and Zupan, J.", Urban Rail in America: An Exploration of Criterial for Fixed Guideway Transit,,,,,1,,,,,,,
1,,Measuring Transportation Performance,"Ewing, R.",Transportation Quarterly,,,,,1,,,,,,,
1,,Exploring Paradigm Shifts Needed to Reconcile Transportation and sustainability Objectives,"Litman, T.",Transportation Research Record 1670,,,,,1,,,,,,,
1,,Performance Measures for Multimodal Transportation Systems,"Pratt, R. and T. Lomas",Transportation Research Record 1518,,,,,1,,,,,,,
1,,Traffic Impact Studies,"Pflum, J.",Land Development,,,,,1,,,,,,,
1,,Transportation Service Standards: As If People Matter,"Ewing, R",Transportation Research Record 1400,,,,,1,,,,,,,
1,,"Highway Capacity Manual, Chpt. 9, Urban Intersections",Transportation Research Board,Highway Capacity Manual,,,,,1,,,,,,,
1,,Performance Indicators for Transit Management,"Fielding, G.J., Glauthier, R.E., and Lave, C.A.",Transportation,,,,,1,,,,,,,
1,,Comprehensive Transit Performance Indicators,"Lem, L., J. Li, and M. Wachs",UCTC Working Paper,,,,,1,,,,,,,
1,,Transportation and Land Use Theory,"Lee, D.",Transportation Plannng and Policy Analysis,,,,,1,,,,,,,
1,,"""Location Theory,"" and ""A Theory of the Urban Land Market.""","Alonzo, William",Readings Urban Economics,,,,,1,,,,,,,
1,,"Integrated Transportation and Land Use Policy Analysis for Sacramento, California","Putman, S., et al",Transportation Research Record 1722,,,,,1,,,,,,,
1,,Policy Analysis Using the Sacramento MEPLAN Land use­ Transportation Interaction Model,J. Abraham and J. Hunt,Transportation Research Board,,,,,1,,,,,,,
1,,Simulating Highway and Transit Effects,"Landis, J.",Access,,,,,1,,,,,,,
1,,Land‑Use/Transportation Interaction Models,"Wilson, A.G.",Journal of Transport Economics and Policy,,,,,1,,,,,,,
1,,A New Tool for Land Use and Transportation Planning,"Landis, J.",Access,,,,,1,,,,,,,
1,,Structure of Linkages Between Transport and Land Use,"Mackett, R.",Transportation Research,,,,,1,,,,,,,
1,,Urban Residential Location Models,"Putman, S.",Martinus Nijhoff,,,,,1,,,,,,,
1,,Seven Models of Transportation‑Land Use,"Lowry, I.",Highway Research Record 114,,,,,1,,,,,,,
1,,The Effects of Transportation Infrastructure on Nearby Property Values: A Review of the Literature,"Huang, W.",IURD Working Paper (CED),,,,,1,,,,,,,
1,,"Jobs, Housing, and Transportation: Theory and Evidence on Interactions Between Land Use and Transportation","Deakin, E.","Transportation, Urban Form, and the Environment",,,,,1,,,,,,,
1,,Twenty Years of the Bay Area Rapid Transit System: Land Use and Development Impacts,"Cervero, R. and Landis, J.",Transportation Research,,,,,1,,,,,,,
1,,Evidence of Land Use Impacts of Rapid Transit Systems,"Knight, Robert L. and Lisa Trygg", Transportation,,,,,1,,,,,,,
1,,Transit Stations and Commercial Property Values: A Case Study with Policy and Land‑Use Implications,"Nelson, A.",Journal of Public Transportation,,,,,1,,,,,,,
1,,"Office Development, Parking, and Travel Behavior: Midtown Atlanta","Ferguson, E.",Journal of Transportation and Statistics,,,,,1,,,,,,,
1,,Automated Transit and Land Use Intentions: Alternate Scenarios with PRT and Shuttle/Loop Technologies,"Warren, R",Journal of Advanced Transportation,,,,,1,,,,,,,
1,,Impact of Commuter‑Rail Services in Toronto Region,"Wells, S., Hutchinson, B.", Journal of Transportation Eningeering,,,,,1,,,,,,,
1,,Transit Sparks Redevelopment in St. Louis and Chicago,"Howland, L. and R. Dunphy.",Urban Land,,,,,1,,,,,,,
1,,Influence of MARTA on Population and Employment Location,"Nelson, A. and T. Sanchez",Transportation Research Record,,,,,1,,,,,,,
1,,Land Use and Rail Transit,"Shinbein, P. and J. Alder,",Transportation Quarterly,,,,,1,,,,,,,
1,,Impacts of Transit Facilities on Land Use,"Callow, J",ITE Journal,,,,,1,,,,,,,
1,,Land Use Impacts of the Houston Transitway System,"Mullins, J.; E. Washington; and R. Stokes",Transportation Research Record 1237,,,,,1,,,,,,,
1,,The Impact of a Light Rail System on the Structure of House Prices,"Forrest, D., J. Glen, and R. Ward",Journal of Transport Economics and Policy,,,,,1,,,,,,,
1,,Highways and Economic Productivity: Interpreting Recent Evidence,"Boarnet, M",Journal of Planning Literature,,,,,1,,,,,,,
1,,Freeway Expansion and Land Development: An Empirical Analysis of Transportation Corridors,"Hanson, M., D. Gillen, and M. Puvathingal",Transportation Research Record (ITS),,,,,1,,,,,,,
1,,Commercial Development at Rural and Small‑Town Interstate Exists,"Hartgen, D. and J. Kim",Transportation Research Record ,,,,,1,,,,,,,
1,,Implications of Intelligent Transportation Systems for Metropolitan Form,"Hodges, D., R. Morrill, and K. Stanilov",Urban Geo rjzanhy,,,,,1,,,,,,,
1,,Land Use and Urban Form,Transportation Research Board,Expanding Metropolitan Highways,,,,,1,,,,,,,
1,,Transportation Infrastructure and Economic Development: A Review of Recent,Literature,Logistics and Transportation Review,,,,,1,,,,,,,
1,,Urban Metropolitan Impacts of Highway Systems,"Putman, S.",The Impacts of Federal Policies,,,,,1,,,,,,,
1,,Review of Some Effects of Major Roads on Urban Communities,"Grigg, A.O. and W.G. Ford.",Transport and Road Research Supplemental Report 778,,,,,1,,,,,,,
1,,Travel by Design: The Influence of Urban Form on Travel,"Boarnet, M. and Crane, R",Travel by Design: The Influence of Urban Form on Travel,,,,,1,,,,,,,
1,,Community-Based Street Design Standards,"Brown, S. and Owens, G","Transportation,","land Use, and Air Quality",,,,1,,,,,,,
1,,Cities in the Balance: Creating the Transit‑Friendly Environment,San Diego Metropolitan Transit Development Board,Cities in the Balance: Creating the Transit‑Friendly Environment,,,,,1,,,,,,,
1,,Transportation and Land Use Innovations,"Ewing, R.",Transportation and Land Use Innovations,,,,,1,,,,,,,
1,,Creating Transit‑Supportive Land‑Use Regulations,"Morris, M.","APA, Planning Advisory Service Report",,,,,1,,,,,,,
1,,Reviving Transit Corridors and Transit Riding,"Loukaitou-Sideris, A.",Access,,,,,1,,,,,,,
1,,Site Design and Its Relation to Urban Form,"Dyett, M","Transportation, Urban Form, and the Environment. Transportation Research Board, Special Report 231",,,,,1,,,,,,,
1,,Does Neighborhood Design Influence Travel?: A Behavioral Analysis of Travel Diary and GIS Data,"Crane, R. and R. Crepeau.",Transportation Research D,,,,,1,,,,,,,
1,,Travel Choices in Pedestrian Versus Automobile Oriented Neighborhoods,"Cervero, R. and Radisch, C.",Transport Policy,,,,,1,,,,,,,
1,,Assessment of Influence of Land Use‑Transportation System on Travel Behavior,"McNally, M. and A. Kulkarni,",Transportation Research Record,,,,,1,,,,,,,
1,,Transportation‑Related Land Use Strategies to Minimize Motor Vehicle Emissions: An Indirect Reource Research Study,California Air Resources Board,Transportation‑Related Land Use Strategies to Minimize Motor Vehicle Emissions: An Indirect Reource Research Study,,,,,1,,,,,,,
1,,A Micro-Analysis of Land Use and Travel in Five Neighborhoods in the San Francisco Bay Area,"Kitamura, R. et al",Transportation,,,,,1,,,,,,,
1,,Neo‑Traditional Neighborhood Design and Its Implications for Traffic Engineering,"Lerner-Lam, E.; S. Cleniker, G. Halbert, C. Chellman, and S. Ryan.",ITE Journal,,,,,1,,,,,,,
1,,Walk-and-Ride: Factors Influencing Pedestrian Access to Transit,"Cervero, R.",Journal of Public Transportation,,,,,1,,,,,,,
1,,Mixed Land Uses and Commuting: Evidence from the American Housing Survey,"Cervero, R.",Transportation Research,,,,,1,,,,,,,
1,,"Travel Demand and the 313s: Density, Diversity, and Design","Cervero, R. and K. Kockelmann",Transportation Research D,,,,,1,,,,,,,
1,,"Getting Around a Traditional City, a Suburban PUD, and Everything In‑Between","Ewing, R., P. Haliyur, and G. Page",Transportation Research Record,,,,,1,,,,,,,
1,,"Beyond Density, Mode Choice, and Single‑Purpose Trips","Ewing, R",Transportation Quarterly,,,,,1,,,,,,,
1,,Suburban Employment Centers: The Influence of Site Features on the Journey to Work,"Cervero, R",Journal of Planning Education and Research,,,,,1,,,,,,,
1,,Traffic Calming in New Developments,"Ewing, R.",Transportation Research Record,,,,,1,,,,,,,
1,,Experience with Traffic Calming,"Ewing, R. and C. Kooshian",ITE Journal,,,,,1,,,,,,,
1,,A Critical Review of Current Illusions in Traffic Management and Control,"Topp, H.",Transport Policy ,,,,,1,,,,,,,
1,,Environmental and Policy Interventions to Promote Physical Activity,"Sallis, J., Bauman, A., and Pratt, M.",American Journal ofPreventive Medicine,,,,,1,,,,,,,
1,,On Route,"Miara, J.",Urban Land,,,,,1,,,,,,,
1,,California's Transit Village Movement,"Cervero, R",Journal of Public Transportation,,,,,1,,,,,,,
1,,L.A. Story: A Reality Check for Transit‑Based Housing,"Boarnet, M. and R. Crane",Journal of the American Planning Association,,,,,1,,,,,,,
1,,Transit Villages: Tools for Revitalizing Inner Cities,"Bernick, M.",Access,,,,,1,,,,,,,
1,,Promoting Transit‑Oriented Development,"Salvesen, D",Urban Land,,,,,1,,,,,,,
1,,Transit Villages for the 21 st Century,"Bernick, R. and R. Cervero",Transit Villages for the 21 st Century,,,,,1,,,,,,,
1,,Transit‑Based Housing in California: Evidence on Ridership Impacts,"Cervero, R.",Transport Policy,,,,,1,,,,,,,
1,,The Odds on TODs,"Lusher, D.",Berkeley Planning Journal,,,,,1,,,,,,,
1,,Transit Villages and Transit‑Based Development: The Rules Are Becoming More Flexible ‑‑ How Government Can Work with the Private Sector to Make It Happen,"Bernick, M. and A. Freilich",The Urban Lawyer,,,,,1,,,,,,,
1,,Metro Makes Its Mark,"McNeal, A. and R. Doggett",Urban Land,,,,,1,,,,,,,
1,,Transit,"Zimmerman, M.",Urban Land,,,,,1,,,,,,,
1,,Transit Joint Development in San Diego,"Bragado, N. ",Transportation Research Record,,,,,1,,,,,,,
1,,Transit Joint Development in the USA,"Landis, J., R. Cervero, and P. Hall",Environment and Planning C,,,,,1,,,,,,,
1,,International Transit Turnkey and Joint Development,Transportation Research Board,Transportation Research Circular,,,,,1,,,,,,,
1,,Joint Development at Ballston Metro,"Miller, R.",Urban Land,,,,,1,,,,,,,
1,,Subcentring and Commuting: Evidence from the San Francisco Bay Area,"Cervero, R. and K. Wu",Urban Studies,,,,,1,,,,,,,
1,,Understanding Differences in Public Transit: Comparison of Boston and Toronto,"Schimek, P.",Transportation Research Record,,,,,1,,,,,,,
1,,Transport and Land Use,"J. Berechman, et al",Transport and Land Use,,,,,1,,,,,,,
1,,"Polycentrism, Commuting, and Residential Location in the San Francisco Bay Area","Cervero, R. and K. Wu",Environment and Planning A,,,,,1,,,,,,,
1,,The Changing Commute: A Case Study of the Jobs/Housing Relationship over Time,"Wachs, M., B. Taylor, N. Levine, and P. Ong",Urban Studies,,,,,1,,,,,,,
1,,Changing the Jobs-Housing Balance. Chpt. 7.,"Downs, A",Changing the Jobs‑Housing Balance,,,,,1,,,,,,,
1,,Jobs-Housing Balance and Regional Mobility,"Cervero, R.",Journal of the American Planning Association,,,,,1,,,,,,,
1,,Downtown Population Growth and Comminuting Trips: Recent Experiences in Toronto,"Nowlan, D. and G. Stewart",Journal of the American Planning Association,,,,,1,,,,,,,
1,,Transit‑Oriented Development: Making a Difference?,"Dunphy, R.",Urban Land,,,,,1,,,,,,,
1,,Beyond the Field of Dreams: Light Rail and Growth Management in Portland,"Arrington, G.B.",Portland: Tri-Met,,,,,1,,,,,,,
1,,Portland: Challenging the Idea of Laissez-Faire Development,"Dunphy, R.","Moving Beyond Gridlock: Traffic and Development, Urban Land Institute",,,,,1,,,,,,,
1,,A 50-Year Plan for Metropolitan Portland,"Porter, D",Urban Land ,,,,,1,,,,,,,
1,,"Learning from Los Angeles: Transport, Urba Form, and Air Quality","Wachs, M.",Transportation,,,,,1,,,,,,,
1,,Measuring external effects of transport with land use approach,"Anderson, W. P., Kanaroglou, P., and Miller, E. J.",Measuring external effects of transport with land use approach,,,,,,,,,,1,,
1,,Congestion tolling and urban spatial structure,"Amott, R.",Journal of Regional Science,,,,,,,,,,1,,
1,,The welfare economics of urban structure,"Amott, R., Anas, A., and Small, K. A.",The welfare economics of urban structure,,,,,,,,,,1,,
1,,Transportation land-use interaction: Empirical findings and implications for modeling.,"Badoe, D. A. and Miller, E. J.",Transportation‑land‑use interaction: Empirical findings and implications for modeling.,,,,,,,,,,1,,
1,,Modeling land markets in Tranus,"Barra, T. D. La.",Modeling land markets in Tranus,,,,,,,,,,1,,
1,,A Transportation Modeling Primer,"Beimbom, E. A",World Wide Web,,,,,,,,,,1,,
